song_title,artist_name,lyrics
Kudi Tu Butter,Yo Yo Honey Singh,"We back here aa ha
This is for the promotion
Lions of Punjab
Diljit yo yo Honey Singh
To watch it ha Lak twenty eight kudi da, forty seven weight kudi da
Lak twenty eight kudi da, forty seven weight kudi da
Kudia da kudia da forty seven weight kudi da
Kade kol bulaave, mainu seenay laave
Kade kol bulaave, seenay laave
Karda si main wait kudi da
Lak twenty eight kudi da, forty seven weight kudi da
Kudi da kudi da forty seven weight kudi da . Ho lo ji, ho lo ji
Ho lo ji Chamkile da example
Lakk patla patta ton bhaari
Hun motti da vyaah ho gaya
Tu reh gayi kunwari
Dieting karke ho gayi maadi
Kahto adh gayi teri garaari
Oh shad de fikra, aaja kudiye
Com'on let's party Gori hikk te kaala kaala tattoo Lady Gaga wala
Gori hikk te kaala kaala tattoo Lady Gaga wala
Ohdi fit dress'an, ho maare pooriyan dashan
Fit dress'an pooriyan dashan
Fashion upto date kudi da
Lak is 28 and 47 weight
Lak twenty eight kudi da, forty seven weight kudi da
Kudi da kudiyda forty seven weight kudi da . Kudi da chitta iphone laake L.A. wali tone
Kudi da chitta iphone sunaake L.A. wali tone
Mainu karre tichra, kade haan ve kidra
Ho mainu karre tichra, haan ve kidra
Nakhra high rate kudi da
Lak 28 kudi da 47
Lak twenty eight kudi da, forty seven weight kudi da
Kudi da kudi da forty seven weight kudi da . Kudi ban gayi beauty queen, la la body butter cream
Kudi ban gayi beauty queen, la la body butter cream
Thoda milky milky, hai silky silky
Thoda milky milky, silky silky ho gaya rang great kudi da
Lak twenty eight kudi da, forty seven weight kudi da
Kudi da kudi da forty seven weight kudi da "
This Party Gettin Hot,Yo Yo Honey Singh,"[Refrain: Tarkan]
Aman, aman, aman, aman
Aman, aman, aman, aman
Aman, aman, aman, aman
Aman, aman, aman, aman
[Intro: Wyclef Jean]
Tarkan, Wyclef, in the club, come on
All the ladies let me see you shake your hips, come on
One night, then I gotta take a flight, back to New York
[Verse 1: Tarkan]
Like a flame, it's burning up
I can see you taking off
(Never felt this way before)
I'm so lost in you, ooh
We don't even need to speak
I just need to feel your heat
(It's getting, getting good, sing it, sing it, come on)
Baby make me, ooh, ooh
[Pre-Chorus: Tarkan]
I wanna get to know, you really physical
I wanna go below
Get you, get you all alone
And then we let it go
(Here we go)
[Chorus: Tarkan]
Why don't we do it? (Start the party-arty, move your body-ody)
Get right into it (Groove your body-ody, move your body-ody)
Shake it up, shake it down, turn around now
Keep me up all night
Why don't we do it?
Yeah, yeah, yeah, yeah
[Refrain: Tarkan & 
Wyclef Jean
]
Aman, aman, aman, aman
Aman, aman, aman, aman (
Yeah, yeah
)
[Verse 2: Tarkan]
I like the way you play it cool
But I know you want me too
(Make me sweat, you gonna make me sweat, baby)
Make me cross the li-line
Say it all, all you need and now if all
Let me be the one you call
(If I touch you there) Will it make you mine?
[Pre-Chorus: Tarkan]
I wanna get to know, you really physical
I wanna go below
Get you, get you all alone
And then we let it go
(Here we go)
[Chorus: Tarkan]
Why don't we do it? (Start the party-arty, move your body-ody)
Get right into it (Groove your body-ody, move your body-ody)
Shake it up, shake it down, turn around now
Keep me up all night
Why don't we do it?
Yeah, yeah, yeah, yeah
[Refrain: Tarkan & 
Wyclef Jean
]
Aman, aman, aman, aman
Aman, aman, aman, aman
Aman, aman, aman, aman
Aman, aman, aman, aman (
Yeah
)
Aman, aman, aman, aman (
Yeah
)
Aman, aman, aman, aman (
Yeah
)
Aman, aman, aman, aman (
Yeah
)
Aman, aman, aman, aman (
Shake it up, yo, yo
)
[Bridge: Wyclef]
Wyclef Mr. International for real
Back on my rap game, ain't nothin's changed; It's all the same
Check it out yo, yo
I've been international since the fugees days
So, I still taught 365 days
It's only right when Tarkan gave me a call
And invited me to the International Players' Ball
Let me predict your future like Nosteradomus
She said, ""Wyclef, you speak Turkish?"" ""Tabii, tabii, tabii Yavrummm""
So the paparazzi camera zooms, into the honey room
[Chorus: Tarkan]
Why don't we do it (start the party, -arty..., move your body, -ody)
Get right into it (groove your body, -ody, move your body, -ody)
Shake it up, shake it down, turn around now
Keep me up all night
Why don't we do it (yeah, yeah)
Why don't we do it (start the party, -arty..., move your body, -ody)
Get right into it (groove your body, -ody, move your body, -ody)
Shake it up, shake it down, turn around now
Keep me up all night
Why don't we do it (yeah, yeah)
[Refrain: Tarkan]
Aman, aman, aman, aman
Aman, aman, aman, aman
Aman, aman, aman, aman
Aman, aman, aman, aman
[Outro: Wyclef Jean]
She's too hot, someone, call the fire man, this girl is too hot, too hot
Someone, call the fire squad, this party is too hot, is too hot"
Chad Gayi,Yo Yo Honey Singh,"[Chorus]
Sports Gaddiyan Ne Taura Kaddiyan
Amp Ne Mehenge Woofer’an Waddiyan
Dhamak Aa Paindi Hikkan De Naal Khaindi
Mandeer Jo Daily Nazare Laindi
Chuk Chuk Addiyan
Sports Gaddiyan Ne Taura Kaddiyan
Amp Ne Mehenge Woofer’an Waddiyan
Dhamak Aa Paindi Hikkan De Naal Khaindi
Mandeer Jo Daily Nazare Laindi
Chuk Chuk Addiyan
[Verse : 1]
Dabban Naal 32 Bore Aa
Poppy Diyan Lor Aa
Fikkar Ni Kal Di
Ke Ajj Saddi Chaldi
Chobbar Ne Rab Te
Ho Chaddiyan Doran
Daang Te Dere Ke Hoon Je Phere
Bhaud Di Gall Ni Chille Si Kal Ni
Shalaru Pug Pe
Nave Main Jadan Waddiyan
[Chorus]
Sports Gaddiyan Ne Taura Kaddiyan
Amp Ne Mehenge Woofer’an Waddiyan
Dhamak Aa Paindi Hikkan De Naal Khaindi
Mandeer Jo Daily Nazare Laindi
Chuk Chuk Addiyan
[Verse : 2]
Choti Da Asla Jyon Naar Naveli
Phire Jhatkaundi Oh Bande Daily
Bahli Hi Danger Jatti Avenger
Pange Nitt Laindi Oh Jatt Di Saheli
Apniyan Lainda Ne Diamond Chain’an
Oh Wadh-De Faake Wang Campaign-Aa
Awaz Ni Karde Oh Rahan Chad-De
Jithon Vi Jawe Lagdi Jattan Di Jago
Fire Ne Karte Pittal Ne Bharte
Dhedti Chhati Jo Galli Baati
Karde Si Anti Gallan Waddiyan
[Chorus]
Sports Gaddiyan Ne Taura Kaddiyan
Amp Ne Mehenge Woofer’an Waddiyan
Dhamak Aa Paindi Hikkan De Naal Khaindi
Mandeer Jo Daily Nazare Laindi
Chuk Chuk Addiyan
[Honey Singh]Aagya Thoda Peyo
[Verse 3 : Yo Yo Honey Singh]
Rakhan Luger Da Joda
Taiyon Bhari Ho Gayi Drip
Bahut Ma Face Landuan De Muh Ne Zip Lock
Nawa Hair Cut Lagge Alhada Nu Sick Bohat
Thick Meri Saheli Taiyon
Chhed Rakhi Chik Ross
Muhre Hove Kaal Koi
Karda Ni Click Thought
Barrelan De Agge Nahio
Chaldi Eh Shit Talk
Yaaran De Mahaul
Gang War’an Da Mahaul
Aithe Mardan De Dere
Naiyo Bandi Ae Tik-Tok
Gabru Aa Lit Bahut
Hood Life Fit Bahut
Chad-Da Lafede Kaide
Karda Ae Hit Bahut
Tapde Hoye Koleyan Chon
Kaal Deyan Jholeyan Chon
Wadhu Panga Leke Vairi
Kar Baithe Pick Maut
Kade Vi Ni Haare
Ajj Dhaunda Wekhi
Jeeban Naal Pohche Main
Lawaunda Wekhi
Jehde Landuan De Guttan
Utte 2-2 Ghadiyan
Ajj 2-2 Vaari Time Mahda
Aaunda Wekhi
Wadhu Unglan Gumaunde
Fokki Hype Ji Jo Chaunde
Google Utton Sikh
Gang Sign Jo Banunde
Piche Gal Tak Bahwan
Main Fasaunda Wekhi
[Chorus]
Sports Gaddiyan Ne Taura Kaddiyan
Amp Ne Mehenge Woofer’an Waddiyan
Dhamak Aa Paindi Hikkan De Naal Khaindi
Mandeer Jo Daily Nazare Laindi
Chuk Chuk Addiyan
[Outro]
Kehndi Yo Yo Honey Singh
Naal Mera Veer Chota
Leo Grewal Yo Baby
You Heard It Right
Leo Hurrrr
Hahaha
He’s Bringing Me Back
He’s Bringing Me Back
He’s Bringing Me Back
He’s Bringing Me Back
Hahaha
Naal Mera Veer Chota
Leo Grewal"
Ashq,Yo Yo Honey Singh,"[Intro: Asheru]
Nommo featuring J. Rawls
Asheru from the Unspoken Heard
And Rawls
What you know about Nommo we use words and sound it's a powerful thing so gather round
And to think that this beat is in sync with the way your heart pound you gotta get up to get down
What you know about Nommo we use words and sound it's a powerful thing so gather round
And to think that this beat is in sync with the way your heart pound you gotta get up to get down
[Verse 1]
Ey yo it's asheru
Let us in on capitals
Let me spit this rap at you
You heard my Steez haven't you
No need for me to battle you
It's proven that i'm masterful
So when you initiate i tell you i'm straight
Then go after you
Bartender pass the brew
I know i got some cash for you
After this i head up town on georgia avenue
My crew roles massive
And we make jurassic classics
But now yall know the deal like Vlasik
Select the method of payment paper or plastic
No checks i have enough problems trying to cash it
You know how it is
Yo and you know why
Cause the who what when and why be telling lies
Mind stedic is what keeps you in static
The cling is eye bling inside out
When i sing it's like Ash Gordon
Verses ming the merciless
The way i leave you Birseless
I did the world a service it's..
[Hook]
One for the money two for the show yo people in the place to be just say YO
Ey yo one for the honeys two for my bros people in the place to be just say YO
Ey yo one for my dunnies none for my foes in the place to be just say YO
Ey yo people in the place to be just say
Ey yo people in the place to be just say
[Verse 2]
You it's amazing how the game was won
A check-mate to elevate the death brate
Set the record straight
Then elevate with housing
Hoes to all those
Yo i love you like fall clothes
And wall to wall shows
It's ash rhyme trainer like pokemon
The beat tamer
The tree flamer
The smoke alarm
Addictive personality
Compulsive reality
Capricorn like jesus if you really believe this
Wise beyond my years
I've been told by my peers
But i'm only just a kid
In my primal years
And now your primal fears are confirmed
With every lesson that i learn
And I'm able to teach
This is to whom it may concern
I dare you like black rhyme
I know you only tryna live but you still doing a wack job
And i'm your counselor for guidance
Know as your highness
Their like alzheimer's victims with laryngitis it's
The word
[Interlude]
Among other things nommo is an African philosophical concept that deals with the generative and procreative powers of the spoken word
Everything begins with the word you know word and sign equals power, so you just have to be careful when you speak out there cause you putting in a creation, positive and negative, you know
[Hook]
Yo, it go one for the money two for the show people in the place to be just say YO
Ey one for the honeys two for my bros people in the place to be just say YO
Ey yo one for my dunnies none for my foes people in the place to be just say YO
Ey yo people in the place to be just say
Ey yo people in the place to be just say
It goes one for the honeys two for my bros people in the place to be just say YO
One for the money two for the show yo people in the place to be just say YO
Ey yo one for my dunnies none for my foes people in the place to be just say YO
C'mon people in the place to be just say
C'mon people in the place to be just say
It go"
Bebo,Yo Yo Honey Singh,"[Alfaz]
Bebo diyaa Gallaan… pink pink!
Kalli baithe kardisi drink…
Bebo diyaan Gallaan… pink pink!
Kalli baithe kardisi drink…
Main beh gaya kole jaake
Mode naal modaa laake
Menu kehdi what u think???
Bebo diyaa Gallaan… pink pink!
Pink pink pink pink pink pink
Mode te Tatoo Khanwaya
Fashion poora kardi
Jade khade nu yaar banaya
Vaaraan kolon dardi
Tu vekh jattan de jere
Je bhaang chapon bathere
Saade vadeya de naale link!
Bebo diyaa Gallaan… pink pink!
Pink pink! (8x)
[YoYo Honey singh:Verse]
Bebo Bebo Bebo Bebo
Bebo tere gaal gulabi, uff ye tera makeup…
Ohhh! damm baby
..
I love your mark shake
Cardio shardio maar ke baby ho gayi shape…
Saj dhaj tu kahaan ko chaldi
Kal hi hua tera breakup…
BPO mein kaam tu kardi
Saturday naal affair hai
Saturday ko party sharty, tere bhi kya kehne hai..
Night out ki baat o karde, tu toh ready steady go…
Hah!!!
Bata du tere daddy ko???
[Alfaz]
Step wang da dance floor te evy mail di jaandi
Munni nuvi maatha paave
Nachdi wardi akhhan di
Haaye haaye lakk di o gaagar
Ho gayi husna de saagar
Ji sadda heart ho gaya sink
Bebo diyaa Gallaan… pink pink!
Pink pink pink pink pink pink
Saanu lagda os kudi da nakhra leke veju
Phir taan bus Alfaaz vi yaaron ohda hoke reh ju
Ik paase hai loundi laare
Ik paase hai kare ishaare
Kabhi akh nu kare blink…..
Bebo diyaa Gallaan… pink pink!
Pink pink! (8x)
Pink pink! blink blink! pink pink!
Bebo diyaan Gallaan… pink pink!
Kalli baithe kardisi drink…
Main beh gaya kole jaake
Mode naal modaa laake
Menu kehdi what u think
Bebo diyaan Gallaan… pink pink!"
International Villager,Yo Yo Honey Singh,"A
- 
Hempstead High
 by A+
- 
At.Long.Last.A$AP
 by A$AP Rocky
- 
Long.Live.A$AP
 by A$AP Rocky
- 
Livin' Like Hustlers
 by Above The Law
- 
Accepted Eclectic
 by Aceyalone
- 
Magnificent City
 by Aceyalone & RJD2
- 
Bon Appetit.....Bitch!!!
 by Action Bronson
- 
Dr. Lecter
 by Action Bronson
- 
Mr. Wonderful
 by Action Bronson
- 
Well-Done
 by Action Bronson
- 
Labor Days
 by Aesop Rock
- 
The Body of the Life Force
 by Afu-Ra
- 
Life Force Radio
 by Afu-Ra
- 
Put It In Your Mouth EP
 by Akinyele
- 
Vagina Diner
 by Akinyele
- 
Legacy
 by Akir
- 
Absolute Value
 by Akrobatik
- 
Balance
 by Akrobatik
- 
1st Infantry
 by The Alchemist
- 
Original S.I.N. (Strength In Numbers)
 by Almighty
- 
A.M.I.L. (All Money Is Legal)
 by Amil
- 
Eastern Philosophy
 by Apathy
- 
Honkey Kong!
 by Apathy
- 
Primate Mindstate EP
 by Apathy
- 
The Torture Papers
 by Army of the Pharaohs 
(Signed by Vinnie Paz)
- 
3 Years, 5 Months & 2 Days In The Life of...
 by Arrested Development
- 
As The World Burns
 by Arsonists 
(Signed by Q-Unique)
- 
Date of Birth
 by Arsonists 
(Signed by Q-Unique)
- 
Between A Rock and a Hard Place
 by Artifacts 
(Signed by El Da Sensei)
- 
That's Them
 by Artifacts 
(Signed by El Da Sensei)
- 
Asleep In The Bread Aisle
 by Asher Roth
- 
A.W.O.L.
 by AZ
- 
Aziatic
 by AZ
- 
Doe or Die
 by AZ
- 
The Format
 by AZ
- 
N4L
 by AZ
- 
Pieces of a Man
 by AZ
- 
Undeniable
 by AZ
- 
9 Lives
 by AZ
B
- 
Hell: The Sequel
 by Bad Meets Evil
- 
Nuttin' To Do / Scary Movies Maxi-Single
 by Bad Meets Evil
- 
The B. Coming
 by Beanie Sigel
- 
The Reason
 by Beanie Sigel
- 
The Solution
 by Beanie Sigel
- 
The Truth
 by Beanie Sigel
- 
Check Your Head
 by Beastie Boys
- 
Hello Nasty
 by Beastie Boys
- 
Hot Sauce Committee Part Two
 by Beastie Boys
- 
Ill Communication
 by Beastie Boys
- 
Licensed To Ill
 by Beastie Boys
- 
Paul's Boutique
 by Beastie Boys
- 
To The 5 Boroughs
 by Beastie Boys
- 
Intoxicated Demons EP
 by The Beatnuts
- 
Milk Me
 by The Beatnuts
- 
A Musical Massacre
 by The Beatnuts
- 
The Originators
 by The Beatnuts
- 
Stone Crazy
 by The Beatnuts
- 
Street Level
 by The Beatnuts
- 
Take It or Squeeze It
 by The Beatnuts
- 
Redemption
 by Benzino
- 
For My Mother
 by Big Cats!
- 
Daddy's Home
 by Big Daddy Kane
- 
It's A Big Daddy Thing
 by Big Daddy Kane
- 
Long Live The Kane
 by Big Daddy Kane
- 
Looks Like A Job For...
 by Big Daddy Kane
- 
Prince of Darkness
 by Big Daddy Kane
- 
Live From The Underground
 by Big K.R.I.T
- 
Return of 4eva
 by Big K.R.I.T
- 
The Big Picture
 by Big L
- 
Lifestylez Ov Da Poor & Dangerous
 by Big L
- 
Episodes of a Hustla
 by Big Noyd
- 
Only The Strong
 by Big Noyd
- 
Capital Punishment
 by Big Pun
- 
Endangered Species
 by Big Pun
- 
Yeeeah Baby
 by Big Pun
- 
History Will Absolve Me
 by Billy Woods
- 
The Biz Never Sleeps
 by Biz Markie
- 
Goin' Off
 by Biz Markie
- 
Heaven'z Movie
 by Bizzy Bone
- 
Black Market Militia
 by Black Market Militia
- 
Album of the Year
 by Black Milk
- 
No Poison, No Paradise
 by Black Milk
- 
Popular Demand
 by Black Milk 
(Signed by Black Milk)
- 
Sound of the City
 by Black Milk
- 
Tronic
 by Black Milk
- 
Diggin' In Dah Vaults
 by Black Moon
- 
Enta Da Stage
 by Black Moon
- 
Total Eclipse
 by Black Moon
- 
War Zone
 by Black Moon
- 
Game Tested, Streets Approved
 by Black Rob
- 
The Black Rob Report
 by Black Rob 
(Signed by Black Rob)
- 
Life Story
 by Black Rob 
(Signed by Black Rob)
- 
A Wolf In Sheep's Clothing
 by Black Sheep
- 
Black Star
 by Black Star
- 
The Craft
 by Blackalicious
- 
Below The Heavens
 by Blu & Exile
- 
Give Me My Flowers While I Can Still Smell Them
 by Blu & Exile
- 
1988
 by Blueprint
- 
Bayani: Redux
 by Blue Scholars
- 
Blue Scholars
 by Blue Scholars
- 
Cinemetropolis
 by Blue Scholars
- 
The Long March EP
 by Blue Scholars
- 
Sidewalk Exec
 by Bodega Bamz
- 
The Art of War
 by Bone Thugs-N-Harmony
- 
Creepin' On Ah Come Up EP
 by Bone Thugs-N-Harmony
- 
E. 1999 Eternal
 by Bone Thugs-N-Harmony
- 
By All Means Necessary
 by Boogie Down Productions
- 
Criminal Minded
 by Boogie Down Productions
- 
Edutainment
 by Boogie Down Productions
- 
Ghetto Music: The Blueprint of Hip Hop
 by Boogie Down Productions
- 
Sex and Violence
 by Boogie Down Productions
- 
The Chosen Few
 by Boot Camp Clik
- 
The Last Stand
 by Boot Camp Clik
- 
Born Gangstaz
 by Bo$$
- 
Foundation
 by Brand Nubian
- 
Everything Is Everything
 by Brand Nubian 
(Signed by Sadat X)
- 
In God We Trust
 by Brand Nubian 
(Signed by Sadat X)
- 
One For All
 by Brand Nubian 
(Signed by Sadat X)
- 
The Great Migration
 by Bronze Nazareth
- 
School For The Blindman
 by Bronze Nazareth
- 
Bored of Education
 by Brooklyn Academy
- 
Champion EP
 by Brother Ali 
(Signed by Brother Ali)
- 
Mourning In America and Dreaming In Color
 by Brother Ali 
(Signed by Brother Ali)
- 
Shadows On The Sun
 by Brother Ali 
(Signed by Brother Ali)
- 
The Undisputed Truth
 by Brother Ali 
(Signed by Brother Ali)
- 
Us
 by Brother Ali 
(Signed by Brother Ali)
- 
Dark Days, Bright Nights
 by Bubba Sparxxx
- 
Deliverance
 by Bubba Sparxxx
- 
Trill
 by Bun B
- 
Gravity
 by Bush Babees
- 
The Big Bang
 by Busta Rhymes
- 
The Coming
 by Busta Rhymes
- 
E.L.E. (Extinction Level Event): The Final World Front
 by Busta Rhymes
- 
When Disaster Strikes
 by Busta Rhymes
C
- 
American Me
 by C.L. Smooth
- 
Ravipops (The Substance)
 by C-Rayz Walz
- 
Year of the Beast
 by C-Rayz Walz
- 
Hell's Winter
 by Cage
- 
Kill The Architect
 by Cage
- 
Movies For The Blind
 by Cage
- 
Weatherproof EP
 by Cage
- 
How The West Was One
 by Cali Agents
- 
Uptown Saturday Night
 by Camp Lo
- 
Come Home With Me
 by Cam'ron
- 
Confessions of Fire
 by Cam'ron
- 
Killa Season
 by Cam'ron
- 
Purple Haze
 by Cam'ron
- 
S.D.E.
 by Cam'ron
- 
Can-I-Bus
 by Canibus
- 
Mic Club: The Curriculum
 by Canibus
- 
Rip The Jacker
 by Canibus
- 
2000 B.C. (Before Can-I-Bus)
 by Canibus
- 
The Cold Vein
 by Cannibal Ox
- 
The Reunion
 by Capone-N-Noreaga
- 
The War Report
 by Capone-N-Noreaga
- 
The Pillage
 by Cappadonna
- 
The Yin and the Yang
 by Cappadonna
- 
Where's The Party At?
 by Cash Money & Marvelous
- 
I'm A Hustla
 by Cassidy
- 
Split Personality
 by Cassidy
- 
The Gatalog: A Collection of Chaos
 by Celph Titled
- 
Nineteen Ninety Now
 by Celph Titled & Buckwild
- 
The Killa Tape: Official Bootlegs Part II
 by Chan
- 
The Official Bootlegs EP
 by Chan 
(Signed by Chan)
- 
Part of the Nation
 by Chan 
(Signed by Chan)
- 
Big Shots
 by Charizma & Peanut Butter Wolf
- 
Here To Save You All
 by Chino XL
- 
I Told You So
 by Chino XL
- 
Poison Pen
 by Chino XL
- 
RICANstruction: The Black Rosary
 by Chino XL
- 
Virtuosity
 by Chops
- 
I Gotta Get Mine Yo!
 by Chubb Rock
- 
I
 by Cilvaringz
- 
The Circle of Tyrants
 by The Circle of Tyrants 
(Signed by Ill Bill)
- 
Hell Hath No Fury
 by Clipse
- 
Lord Willin'
 by Clipse
- 
Til The Casket Drops
 by Clipse
- 
The Rude Awakening
 by Cocoa Brovaz
- 
Be
 by Common
- 
Can I Borrow A Dollar?
 by Common
- 
The Dreamer / The Believer
 by Common
- 
Electric Circus
 by Common
- 
Finding Forever
 by Common
- 
Like Water For Chocolate
 by Common
- 
Nobody's Smiling
 by Common
- 
One Day It'll All Make Sense
 by Common
- 
Resurrection
 by Common
- 
Universal Mind Control
 by Common
- 
Funcrusher Plus
 by Company Flow
- 
Don't Quit Your Day Job
 by Consequence
- 
Take 'Em To The Cleaners
 by Consequence
- 
Lost
 by Cool Calm Pete
- 
Cruise Control: Mixtape Vol. 1
 by Copywrite
- 
The High Exhaulted
 by Copywrite
- 
Born and Raised
 by Cormega
- 
Legal Hustle
 by Cormega 
(Signed by Cormega and Dona)
- 
Who Am I CD/DVD
 by Cormega
- 
The Realness
 by Cormega
- 
The Testament
 by Cormega
- 
The True Meaning
 by Cormega
- 
Project: Funk Da World
 by Craig Mack
- 
Never Say Die
 by Creature
- 
Da Dirty 30
 by Cru
- 
Good Side, Bad Side
 by Crucial Conflict
- 
Chain Reaction
 by Cuban Link
- 
Dirty Acres
 by Cunninlynguists
- 
Oneirology
 by Cunninlynguists
- 
A Piece of Strange
 by Cunninlynguists
- 
Southernunderground
 by Cunninlynguists
- 
Strange Journey: Volume One
 by Cunninlynguists
- 
Will Rap For Food
 by Cunninlynguists
- 
Pilot Talk
 by Curren$y
- 
Royal Flush
 by CyHi Da Prynce
- 
Freedom Express Line
 by Cymarshall Law & The Beatnikz 
(Signed by Cymarshall Law)
- 
Black Sunday
 by Cypress Hill 
(Signed by DJ Muggs)
- 
Cypress Hill
 by Cypress Hill 
(Signed by DJ Muggs)
- 
III (Temples of Boom)
 by Cypress Hill 
(Signed by DJ Muggs)
- 
Every Hero Needs A Villain
 by Czarface
D
- 
Worldwide
 by D.I.T.C
- 
No One Can Do It Better
 by The D.O.C
- 
D12 World
 by D12
- 
Devil's Night
 by D12
- 
Shit On You Single
 by D12
- 
Too Hot For T.V.
 by Da Band
- 
Brace 4 Impak
 by Da Beatminerz
- 
No Mercy
 by Da Youngstas
- 
The Mouse & The Mask
 by Danger Doom
- 
Old
 by Danny Brown
- 
XXX
 by Danny Brown
- 
Dead Serious
 by Das EFX
- 
Hold It Down
 by Das EFX
- 
Straight Up Sewaside
 by Das EFX
- 
The Rose Tint (Deluxe Edition)
 by David Dallas
- 
AOI: Bionix
 by De La Soul
- 
Buhloone Mind State
 by De La Soul
- 
De La Soul Is Dead
 by De La Soul
- 
Stakes Is High
 by De La Soul
- 
3 Feet High and Rising
 by De La Soul
- 
Let's Get Free
 by Dead Prez
- 
RBG: Revolutionary But Gangsta
 by Dead Prez
- 
Turn Off The Radio, Vol. 1: The Mixtape
  by Dead Prez
- 
Turn Off The Radio, Vol. 2: Get Free or Die Tryin'
 by Dead Prez
- 
El Nino
 by Def Squad
- 
Eleventh Hour
 by Del Tha Funkee Homosapien
- 
No Need For Alarm
 by Del Tha Funkee Homosapien
- 
Deltron 3030
 by Deltron 3030
- 
Event 2
 by Deltron 3030
- 
Stunts, Blunts & Hip Hop
 by Diamond D
- 
Blowout Comb
 by Digable Planets
- 
Reachin' (A New Refutation of Time & Space)
 by Digable Planets
- 
Expansion Team
 by Dilated Peoples
- 
Neighborhood Watch
 by Dilated Peoples
- 
The Platform
 by Dilated Peoples
- 
Diplomatic Immunity
 by The Diplomats
- 
Boy In Da Corner
 by Dizzee Rascal
- 
The Professional
 by DJ Clue
- 
The Professional 2
 by DJ Clue
- 
The Professional 3
 by DJ Clue
- 
Code Red
 by DJ Jazzy Jeff & The Fresh Prince
- 
He's The DJ, I'm The Rapper
 by DJ Jazzy Jeff & The Fresh Prince
- 
The Soul Assassins: Chapter 1
 by DJ Muggs
- 
Endtroducing.....
 by DJ Shadow
- 
And Then There Was X
 by DMX
- 
Flesh of My Flesh, Blood of My Blood
 by DMX
- 
It's Dark and Hell Is Hot
 by DMX
- 
The Most Underrated
 by Domingo
- 
Domino
 by Domino
- 
Dominology
 by Domino
- 
Hark
 by The Doppelgangaz
- 
Peace Kehd
 by The Doppelgangaz
- 
Lone Sharks
 by The Doppelgangaz
- 
2012: The New Beginning
 by The Doppelgangaz 
(Signed by The Doppelgangaz)
- 
The Chronic
 by Dr. Dre
- 
Compton
 by Dr. Dre
- 
2001
 by Dr. Dre
- 
By the Skeletons Alive
 by Dr. Surgeon
- 
Dr. Octagonecologyst
 by Dr. Octagon
- 
Nothing Was The Same
 by Drake
E
- 
Eazy-Duz-It
 by Eazy E
- 
It's On (Dr. Dre) 187um Killa EP
 by Eazy E
- 
Relax, Relate, Release
 by El Da Sensei 
(Signed by El Da Sensei)
- 
It's Over
 by El Gant
- 
Cancer 4 Cure
 by El-P
- 
Fantastic Damage
 by El-P
- 
I'll Sleep When You're Dead
 by El-P
- 
The Eminem Show
 by Eminem
- 
Encore
 by Eminem
- 
The Marshall Mathers LP
 by Eminem
- 
The Marshall Mathers LP 2
 by Eminem
- 
Recovery
 by Eminem
- 
Relapse
 by Eminem
- 
The Slim Shady LP
 by Eminem
- 
Back In Business
 by EPMD
- 
Business As Usual
 by EPMD
- 
Out of Business
 by EPMD
- 
Unfinished Business
 by EPMD
- 
Don't Sweat The Technique
 by Eric B. & Rakim
- 
Follow The Leader
 by Eric B. & Rakim
- 
Let The Rhythm Hit 'Em
 by Eric B. & Rakim
- 
Paid In Full
 by Eric B. & Rakim
- 
Erick Onasis
 by Erick Sermon
- 
At Last
 by Eternia & MoSS
- 
Whitey Ford Sings The Blues
 by Everlast
- 
Cats & Dogs
 by Evidence
- 
The Weatherman LP
 by Evidence
- 
Like It Should Be
 by Extra Prolific
- 
By The Throat
 by Eyedea & Abilities
F
- 
From Nothin' To Somethin'
 by Fabolous
- 
Ghetto Fabolous
 by Fabolous
- 
Real Talk
 by Fabolous
- 
Fat Boys
 by Fat Boys
- 
All or Nothing
 by Fat Joe
- 
The Darkside Vol. 1
 by Fat Joe
- 
Don Cartagena
 by Fat Joe
- 
The Elephant In The Room
 by Fat Joe
- 
J.O.S.E. (Jealous Ones Still Envy)
 by Fat Joe
- 
Jealous One's Envy
 by Fat Joe
- 
Loyalty
 by Fat Joe
- 
Me, Myself & I
 by Fat Joe
- 
Represent
 by Fat Joe
- 
The Firm: The Album
 by The Firm
- 
The Imperial
 by The Flipmode Squad
- 
Corpses
 by The Foodchain
- 
Connected
 by The Foreign Exchange 
(Signed by Phonte, Nicolay and Darien Brockington)
- 
The Rising Tied
 by Fort Minor
- 
Ill Na Na
 by Foxy Brown
- 
Industry Shakedown
 by Freddie Foxxx
- 
Pinata
 by Freddie Gibbs & Madlib
- 
Shadow of a Doubt
 by Freddie Gibbs
- 
Str8 Killa EP
 by Freddie Gibbs
- 
Firestarr
 by Fredro Starr
- 
Philadelphia Freeway
 by Freeway
- 
Free At Last
 by Freeway
- 
Blunted On Reality
 by Fugees
- 
The Score
 by Fugees
- 
60 Minutes of Funk Volume IV: The Mixtape
 by Funkmaster Flex
- 
The Tunnel
 by Funkmaster Flex & Big Kap
- 
F.U. Don't Take It Personal
 by Fu-Schnickens
- 
Nervous Breakdown
 by Fu-Schnickens
G
- 
Child of the Ghetto
 by G. Dep
- 
These Things Happen
 by G-Eazy
- 
Doctor's Advocate
 by The Game
- 
The Documentary
 by The Game
- 
The Documentary 2
 by The Game
- 
The Documentary 2.5
 by The Game
- 
Jesus Piece
 by The Game
- 
